"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"surA","","Chaperone SurA","19","154","0","103","100.0","40.07782101167315","inf","0.00011455935475178487","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"group_863","","hypothetical protein","19","154","0","103","100.0","40.07782101167315","inf","0.00011455935475178487","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"cpoB","","Cell division coordinator CpoB","19","154","0","103","100.0","40.07782101167315","inf","0.00011455935475178487","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"secG","","hypothetical protein","19","154","0","103","100.0","40.07782101167315","inf","0.00011455935475178487","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"rsmI","","Ribosomal RNA small subunit methyltransferase I","19","154","0","103","100.0","40.07782101167315","inf","0.00011455935475178487","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"bamB","","Outer membrane protein assembly factor BamB","0","103","19","154","0.0","59.92217898832685","0.0","0.00011455935475178487","1.0","0.0277661614956694","1","0","1","1.0","1.0"
"group_3179","","hypothetical protein","0","103","19","154","0.0","59.92217898832685","0.0","0.00011455935475178487","1.0","0.0277661614956694","1","0","1","1.0","1.0"
"group_3957","","hypothetical protein","0","103","19","154","0.0","59.92217898832685","0.0","0.00011455935475178487","1.0","0.0277661614956694","1","0","1","1.0","1.0"
"group_4063","","hypothetical protein","0","103","19","154","0.0","59.92217898832685","0.0","0.00011455935475178487","1.0","0.0277661614956694","1","0","1","1.0","1.0"
"COQ3_2","","Ubiquinone biosynthesis O-methyltransferase, mitochondrial","0","103","19","154","0.0","59.92217898832685","0.0","0.00011455935475178487","1.0","0.0277661614956694","1","0","1","1.0","1.0"
"group_4223","","hypothetical protein","0","103","19","154","0.0","59.92217898832685","0.0","0.00011455935475178487","1.0","0.0277661614956694","1","0","1","1.0","1.0"
"group_4224","","hypothetical protein","0","103","19","154","0.0","59.92217898832685","0.0","0.00011455935475178487","1.0","0.0277661614956694","1","0","1","1.0","1.0"
"group_4332","","hypothetical protein","0","103","19","154","0.0","59.92217898832685","0.0","0.00011455935475178487","1.0","0.0277661614956694","1","0","1","1.0","1.0"
"group_4551","","hypothetical protein","0","103","19","154","0.0","59.92217898832685","0.0","0.00011455935475178487","1.0","0.0277661614956694","1","0","1","1.0","1.0"
"group_4552","","hypothetical protein","0","103","19","154","0.0","59.92217898832685","0.0","0.00011455935475178487","1.0","0.0277661614956694","1","0","1","1.0","1.0"
"group_4554","","hypothetical protein","0","103","19","154","0.0","59.92217898832685","0.0","0.00011455935475178487","1.0","0.0277661614956694","2","0","2","0.5","0.5"
"group_5069","","hypothetical protein","0","103","19","154","0.0","59.92217898832685","0.0","0.00011455935475178487","1.0","0.0277661614956694","1","0","1","1.0","1.0"
"mopII","","hypothetical protein","16","98","3","159","84.21052631578947","61.86770428015564","8.653061224489797","0.00012147023148679096","1.0","0.02778711192743871","13","10","3","0.09228515625000003","0.09228515625000003"
"haeIIIM","","hypothetical protein","15","86","4","171","78.94736842105263","66.53696498054474","7.4563953488372094","0.00012278249033937646","1.0","0.02778711192743871","18","15","4","0.007537841796875001","0.0308837890625"
"exbD_1","","Biopolymer transport protein ExbD","19","155","0","102","100.0","39.688715953307394","inf","0.0001232983060505384","1.0","0.02778711192743871","1","1","0","1.0","1.0"
"ada","","Bifunctional transcriptional activator/DNA repair enzyme Ada","19","155","0","102","100.0","39.688715953307394","inf","0.0001232983060505384","1.0","0.02778711192743871","1","1","0","1.0","1.0"
"tolQ_1","","Tol-Pal system protein TolQ","19","155","0","102","100.0","39.688715953307394","inf","0.0001232983060505384","1.0","0.02778711192743871","1","1","0","1.0","1.0"
"purB","","Adenylosuccinate lyase","19","155","0","102","100.0","39.688715953307394","inf","0.0001232983060505384","1.0","0.02778711192743871","1","1","0","1.0","1.0"
"nadE","","Glutamine-dependent NAD(+) synthetase","19","155","0","102","100.0","39.688715953307394","inf","0.0001232983060505384","1.0","0.02778711192743871","1","1","0","1.0","1.0"
"group_1189","","hypothetical protein","0","102","19","155","0.0","60.311284046692606","0.0","0.0001232983060505384","1.0","0.02778711192743871","1","0","1","1.0","1.0"
"group_2814","","hypothetical protein","0","102","19","155","0.0","60.311284046692606","0.0","0.0001232983060505384","1.0","0.02778711192743871","1","0","1","1.0","1.0"
"group_3084","","hypothetical protein","0","102","19","155","0.0","60.311284046692606","0.0","0.0001232983060505384","1.0","0.02778711192743871","1","0","1","1.0","1.0"
"group_3825","","hypothetical protein","0","102","19","155","0.0","60.311284046692606","0.0","0.0001232983060505384","1.0","0.02778711192743871","1","0","1","1.0","1.0"
"group_3907","","hypothetical protein","0","102","19","155","0.0","60.311284046692606","0.0","0.0001232983060505384","1.0","0.02778711192743871","1","0","1","1.0","1.0"
"group_3993","","hypothetical protein","0","102","19","155","0.0","60.311284046692606","0.0","0.0001232983060505384","1.0","0.02778711192743871","1","0","1","1.0","1.0"
"group_3994","tatB","hypothetical protein","0","102","19","155","0.0","60.311284046692606","0.0","0.0001232983060505384","1.0","0.02778711192743871","1","0","1","1.0","1.0"
"group_4074","bepC","Outer membrane efflux protein BepC","0","102","19","155","0.0","60.311284046692606","0.0","0.0001232983060505384","1.0","0.02778711192743871","1","0","1","1.0","1.0"
"group_4264","","hypothetical protein","0","102","19","155","0.0","60.311284046692606","0.0","0.0001232983060505384","1.0","0.02778711192743871","1","0","1","1.0","1.0"
"group_4367","","hypothetical protein","0","102","19","155","0.0","60.311284046692606","0.0","0.0001232983060505384","1.0","0.02778711192743871","1","0","1","1.0","1.0"
"group_4718","","hypothetical protein","0","102","19","155","0.0","60.311284046692606","0.0","0.0001232983060505384","1.0","0.02778711192743871","1","0","1","1.0","1.0"
"atpF","","ATP synthase subunit b","0","102","19","155","0.0","60.311284046692606","0.0","0.0001232983060505384","1.0","0.02778711192743871","1","0","1","1.0","1.0"
"group_5815","","hypothetical protein","0","102","19","155","0.0","60.311284046692606","0.0","0.0001232983060505384","1.0","0.02778711192743871","1","0","1","1.0","1.0"
"glsA","","Thermolabile glutaminase","14","74","5","183","73.68421052631578","71.20622568093385","6.924324324324324","0.00013176790752734752","1.0","0.029592031232776237","15","11","5","0.11846923828124997","0.30175781250000017"
"ycaD_2","","putative MFS-type transporter YcaD","11","43","8","214","57.89473684210527","83.26848249027238","6.843023255813954","0.00013619547581309355","1.0","0.030479788209056394","9","8","4","0.0390625","1.0"
"tdh_1","","hypothetical protein","8","20","11","237","42.10526315789473","92.21789883268482","8.618181818181819","0.00014507468934306074","1.0","0.03235417438130364","13","8","7","0.5810546875","0.9999999999999999"
"gshA","","Putative glutamate--cysteine ligase 2","9","27","10","230","47.368421052631575","89.49416342412452","7.666666666666667","0.0001476377067208805","1.0","0.03270891228339271","11","6","6","0.9999999999999997","0.9999999999999997"
"group_4232","","hypothetical protein","7","14","12","243","36.84210526315789","94.55252918287937","10.125","0.0001481930821664245","1.0","0.03270891228339271","9","6","4","0.5078125","1.0"
"cstA","","Peptide transporter CstA","7","14","12","243","36.84210526315789","94.55252918287937","10.125","0.0001481930821664245","1.0","0.03270891228339271","9","6","5","0.5078125","1.0"
"aaeB","","p-hydroxybenzoic acid efflux pump subunit AaeB","12","53","7","204","63.1578947368421","79.37743190661479","6.598382749326146","0.00014957581213865097","1.0","0.032889481661757515","14","7","7","1.0","1.0"
"bicA","","C4-dicarboxylic acid transporter DauA","18","130","1","127","94.73684210526315","49.416342412451364","17.584615384615386","0.0001500353131279477","1.0","0.032889481661757515","11","10","1","0.011718750000000002","0.011718750000000002"
"yacG","","DNA gyrase inhibitor YacG","18","131","1","126","94.73684210526315","49.0272373540856","17.31297709923664","0.00015185288454286474","1.0","0.032950536896296144","11","10","1","0.011718750000000002","0.011718750000000002"
"modB","","hypothetical protein","18","131","1","126","94.73684210526315","49.0272373540856","17.31297709923664","0.00015185288454286474","1.0","0.032950536896296144","4","3","1","0.625","0.625"
"panB","","3-methyl-2-oxobutanoate hydroxymethyltransferase","18","131","1","126","94.73684210526315","49.0272373540856","17.31297709923664","0.00015185288454286474","1.0","0.032950536896296144","13","12","1","0.0034179687499999996","0.0034179687499999996"
"parD4","","hypothetical protein","14","75","5","182","73.68421052631578","70.8171206225681","6.794666666666667","0.00015261966753085424","1.0","0.03300541624861696","15","11","5","0.11846923828124997","0.30175781250000017"
"wbpE","","UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase","18","132","1","125","94.73684210526315","48.63813229571984","17.045454545454547","0.0001558880542895411","1.0","0.0335991068421575","11","10","1","0.011718750000000002","0.011718750000000002"
"inlA","","hypothetical protein","6","9","13","248","31.57894736842105","96.49805447470817","12.717948717948717","0.0001593038465909765","1.0","0.03410642254230611","12","6","7","0.7744140625000003","1.0"
"group_4448","","hypothetical protein","6","9","13","248","31.57894736842105","96.49805447470817","12.717948717948717","0.0001593038465909765","1.0","0.03410642254230611","7","4","5","0.4531249999999996","0.9999999999999998"
"nhaK","","Sodium, potassium, lithium and rubidium/H(+) antiporter","16","101","3","156","84.21052631578947","60.70038910505836","8.237623762376238","0.00016008675011347197","1.0","0.03416017233567505","14","11","3","0.05737304687500002","0.05737304687500002"
"ilvH","","Acetolactate synthase isozyme 3 small subunit","18","133","1","124","94.73684210526315","48.249027237354085","16.781954887218046","0.00016217487614211197","1.0","0.03426424381490694","5","4","1","0.375","0.375"
"group_538","arsC_2","Arsenate reductase","18","133","1","124","94.73684210526315","48.249027237354085","16.781954887218046","0.00016217487614211197","1.0","0.03426424381490694","11","10","1","0.011718750000000002","0.011718750000000002"
"folB","","hypothetical protein","18","133","1","124","94.73684210526315","48.249027237354085","16.781954887218046","0.00016217487614211197","1.0","0.03426424381490694","5","4","1","0.375","0.375"
"tnsB","","hypothetical protein","11","44","8","213","57.89473684210527","82.87937743190662","6.65625","0.0001647736143746463","1.0","0.03469916222186609","17","10","8","0.629058837890625","0.9999999999999998"
"group_908","","hypothetical protein","18","134","1","123","94.73684210526315","47.85992217898833","16.52238805970149","0.00017077109988881186","1.0","0.0357278728819495","9","8","1","0.0390625","0.0390625"
"mrpB","","hypothetical protein","1","123","18","134","5.263157894736842","52.14007782101168","0.06052393857271906","0.00017077109988881186","1.0","0.0357278728819495","11","1","11","0.0009765625","0.011718750000000002"
"ydjZ","","hypothetical protein","12","54","7","203","63.1578947368421","78.98832684824903","6.444444444444445","0.00017738536630026414","1.0","0.03668017511614806","14","9","6","0.4239501953124999","0.7905273437500004"
"group_2245","rutE","putative malonic semialdehyde reductase RutE","12","54","7","203","63.1578947368421","78.98832684824903","6.444444444444445","0.00017738536630026414","1.0","0.03668017511614806","15","10","6","0.30175781250000017","0.6072387695312501"
"group_1514","","hypothetical protein","16","102","3","155","84.21052631578947","60.311284046692606","8.104575163398692","0.00017760722510271136","1.0","0.03668017511614806","6","5","1","0.21875000000000003","0.21875000000000003"
"group_1566","","hypothetical protein","16","102","3","155","84.21052631578947","60.311284046692606","8.104575163398692","0.00017760722510271136","1.0","0.03668017511614806","6","5","1","0.21875000000000003","0.21875000000000003"
"group_1011","gpmA_1","putative protein","18","135","1","122","94.73684210526315","47.47081712062256","16.266666666666666","0.0001817585491105114","1.0","0.03694357547727543","6","5","1","0.21875000000000003","0.21875000000000003"
"gnl","","Gluconolactonase","18","135","1","122","94.73684210526315","47.47081712062256","16.266666666666666","0.0001817585491105114","1.0","0.03694357547727543","8","7","1","0.0703125","0.0703125"
"leuA","","2-isopropylmalate synthase","18","135","1","122","94.73684210526315","47.47081712062256","16.266666666666666","0.0001817585491105114","1.0","0.03694357547727543","7","6","1","0.125","0.125"
"exsH","","hypothetical protein","18","135","1","122","94.73684210526315","47.47081712062256","16.266666666666666","0.0001817585491105114","1.0","0.03694357547727543","10","9","1","0.021484374999999997","0.021484374999999997"
"bepC","","Outer membrane efflux protein BepC","18","135","1","122","94.73684210526315","47.47081712062256","16.266666666666666","0.0001817585491105114","1.0","0.03694357547727543","5","4","1","0.375","0.375"
"yccU","","putative protein YccU","17","117","2","140","89.47368421052632","54.474708171206224","10.17094017094017","0.00018675682482583925","1.0","0.037720767615530906","8","7","1","0.0703125","0.0703125"
"group_1510","","hypothetical protein","17","117","2","140","89.47368421052632","54.474708171206224","10.17094017094017","0.00018675682482583925","1.0","0.037720767615530906","10","9","1","0.021484374999999997","0.021484374999999997"
"ppk2","","Polyphosphate:ADP phosphotransferase","18","136","1","121","94.73684210526315","47.081712062256805","16.014705882352942","0.0001952436617311529","1.0","0.03887136137095955","7","6","1","0.125","0.125"
"paaE","","hypothetical protein","18","136","1","121","94.73684210526315","47.081712062256805","16.014705882352942","0.0001952436617311529","1.0","0.03887136137095955","7","6","1","0.125","0.125"
"group_1507","","hypothetical protein","16","103","3","154","84.21052631578947","59.92217898832685","7.97411003236246","0.00019778994991086207","1.0","0.03887136137095955","6","5","1","0.21875000000000003","0.21875000000000003"
"osmC","","Organic hydroperoxide resistance protein OhrB","17","118","2","139","89.47368421052632","54.08560311284047","10.01271186440678","0.00020149383670824272","1.0","0.03887136137095955","11","9","2","0.06542968749999997","0.06542968749999997"
"group_1352","crtB","15-cis-phytoene synthase","14","77","5","180","73.68421052631578","70.03891050583657","6.545454545454546","0.0002034165370656214","1.0","0.03887136137095955","13","8","5","0.5810546875","0.5810546875"
"group_3323","","hypothetical protein","7","15","12","242","36.84210526315789","94.16342412451361","9.411111111111111","0.00020854709622351506","1.0","0.03887136137095955","13","7","6","0.9999999999999999","0.9999999999999999"
"group_1688","","hypothetical protein","12","55","7","202","63.1578947368421","78.59922178988327","6.296103896103896","0.0002096444491276827","1.0","0.03887136137095955","13","10","4","0.09228515625000003","0.26684570312499983"
"recQ","","ATP-dependent DNA helicase RecQ","18","137","1","120","94.73684210526315","46.69260700389105","15.766423357664234","0.00021135819577114176","1.0","0.03887136137095955","5","5","1","0.0625","0.375"
"cysH","","Sulfite reductase [ferredoxin]","18","137","1","120","94.73684210526315","46.69260700389105","15.766423357664234","0.00021135819577114176","1.0","0.03887136137095955","4","3","1","0.625","0.625"
"iorA_2","","Isoquinoline 1-oxidoreductase subunit alpha","18","137","1","120","94.73684210526315","46.69260700389105","15.766423357664234","0.00021135819577114176","1.0","0.03887136137095955","5","4","1","0.375","0.375"
"rhtB_1","","Homoserine/homoserine lactone efflux protein","18","137","1","120","94.73684210526315","46.69260700389105","15.766423357664234","0.00021135819577114176","1.0","0.03887136137095955","3","3","1","0.25","1.0"
"ocd","","Delta(1)-pyrroline-2-carboxylate reductase","16","104","3","153","84.21052631578947","59.53307392996109","7.846153846153846","0.0002208767286136266","1.0","0.03887136137095955","11","8","3","0.22656250000000003","0.22656250000000003"
"group_1803","","hypothetical protein","13","66","6","191","68.42105263157895","74.31906614785993","6.27020202020202","0.00022239495570179377","1.0","0.03887136137095955","14","11","4","0.05737304687500002","0.17956542968750003"
"isdG","","Heme oxygenase (staphylobilin-producing)","13","66","6","191","68.42105263157895","74.31906614785993","6.27020202020202","0.00022239495570179377","1.0","0.03887136137095955","12","8","4","0.3876953125000001","0.3876953125000001"
"nifJ","","Pyruvate-flavodoxin oxidoreductase","4","2","15","255","21.052631578947366","99.22178988326849","34.0","0.00022455244683061834","1.0","0.03887136137095955","4","3","2","0.625","1.0"
"cas1","","CRISPR-associated endoribonuclease Cas2","4","2","15","255","21.052631578947366","99.22178988326849","34.0","0.00022455244683061834","1.0","0.03887136137095955","6","4","2","0.6875000000000002","0.6875000000000002"
"draT","","NAD(+)--dinitrogen-reductase ADP-D-ribosyltransferase","4","2","15","255","21.052631578947366","99.22178988326849","34.0","0.00022455244683061834","1.0","0.03887136137095955","6","4","2","0.6875000000000002","0.6875000000000002"
"group_8615","","hypothetical protein","4","2","15","255","21.052631578947366","99.22178988326849","34.0","0.00022455244683061834","1.0","0.03887136137095955","4","3","2","0.625","1.0"
"group_8949","","hypothetical protein","4","2","15","255","21.052631578947366","99.22178988326849","34.0","0.00022455244683061834","1.0","0.03887136137095955","5","4","1","0.375","0.375"
"group_8950","","hypothetical protein","4","2","15","255","21.052631578947366","99.22178988326849","34.0","0.00022455244683061834","1.0","0.03887136137095955","5","4","1","0.375","0.375"
"group_8951","","hypothetical protein","4","2","15","255","21.052631578947366","99.22178988326849","34.0","0.00022455244683061834","1.0","0.03887136137095955","5","4","1","0.375","0.375"
"group_9406","","hypothetical protein","4","2","15","255","21.052631578947366","99.22178988326849","34.0","0.00022455244683061834","1.0","0.03887136137095955","6","4","2","0.6875000000000002","0.6875000000000002"
"group_9504","bepA_1","hypothetical protein","4","2","15","255","21.052631578947366","99.22178988326849","34.0","0.00022455244683061834","1.0","0.03887136137095955","5","4","2","0.375","1.0"
"pqiB","","hypothetical protein","10","37","9","220","52.63157894736842","85.60311284046692","6.606606606606607","0.00023376761850408187","1.0","0.03887136137095955","13","8","6","0.5810546875","0.9999999999999999"
"fumA","","Fumarate hydratase class I, aerobic","14","78","5","179","73.68421052631578","69.64980544747081","6.425641025641026","0.0002341006727677463","1.0","0.03887136137095955","15","11","5","0.11846923828124997","0.30175781250000017"
"fitB","","Toxin FitB","14","78","5","179","73.68421052631578","69.64980544747081","6.425641025641026","0.0002341006727677463","1.0","0.03887136137095955","15","10","5","0.30175781250000017","0.30175781250000017"
"group_2675","","hypothetical protein","9","29","10","228","47.368421052631575","88.715953307393","7.075862068965518","0.00023720894300328552","1.0","0.03887136137095955","17","9","9","0.9999999999999998","0.9999999999999998"
"yejE","","Glutathione transport system permease protein GsiD","17","120","2","137","89.47368421052632","53.30739299610895","9.704166666666667","0.0002395727979929133","1.0","0.03887136137095955","7","5","2","0.4531249999999996","0.4531249999999996"
"gsiC_1","","Glutathione transport system permease protein GsiC","17","120","2","137","89.47368421052632","53.30739299610895","9.704166666666667","0.0002395727979929133","1.0","0.03887136137095955","7","5","2","0.4531249999999996","0.4531249999999996"
"dapA_1","","4-hydroxy-tetrahydrodipicolinate synthase","19","157","0","100","100.0","38.91050583657588","inf","0.00024014823224883874","1.0","0.03887136137095955","1","1","0","1.0","1.0"
"menH_1","","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","19","157","0","100","100.0","38.91050583657588","inf","0.00024014823224883874","1.0","0.03887136137095955","1","1","0","1.0","1.0"
"amgK","","hypothetical protein","19","157","0","100","100.0","38.91050583657588","inf","0.00024014823224883874","1.0","0.03887136137095955","1","1","0","1.0","1.0"
"ctpB","","hypothetical protein","19","157","0","100","100.0","38.91050583657588","inf","0.00024014823224883874","1.0","0.03887136137095955","1","1","0","1.0","1.0"
"lnt","","Apolipoprotein N-acyltransferase","19","157","0","100","100.0","38.91050583657588","inf","0.00024014823224883874","1.0","0.03887136137095955","1","1","0","1.0","1.0"
"group_1505","","hypothetical protein","0","100","19","157","0.0","61.08949416342413","0.0","0.00024014823224883874","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_2643","","hypothetical protein","0","100","19","157","0.0","61.08949416342413","0.0","0.00024014823224883874","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_3255","","hypothetical protein","0","100","19","157","0.0","61.08949416342413","0.0","0.00024014823224883874","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_3736","","hypothetical protein","0","100","19","157","0.0","61.08949416342413","0.0","0.00024014823224883874","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_3906","","hypothetical protein","0","100","19","157","0.0","61.08949416342413","0.0","0.00024014823224883874","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_4061","","hypothetical protein","0","100","19","157","0.0","61.08949416342413","0.0","0.00024014823224883874","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"surA_1","","Chaperone SurA","0","100","19","157","0.0","61.08949416342413","0.0","0.00024014823224883874","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_4155","","hypothetical protein","0","100","19","157","0.0","61.08949416342413","0.0","0.00024014823224883874","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_4262","","hypothetical protein","0","100","19","157","0.0","61.08949416342413","0.0","0.00024014823224883874","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_4263","","hypothetical protein","0","100","19","157","0.0","61.08949416342413","0.0","0.00024014823224883874","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_4488","","hypothetical protein","0","100","19","157","0.0","61.08949416342413","0.0","0.00024014823224883874","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_4489","","hypothetical protein","0","100","19","157","0.0","61.08949416342413","0.0","0.00024014823224883874","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_4536","","hypothetical protein","0","100","19","157","0.0","61.08949416342413","0.0","0.00024014823224883874","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_4717","","hypothetical protein","0","100","19","157","0.0","61.08949416342413","0.0","0.00024014823224883874","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_4826","","hypothetical protein","0","100","19","157","0.0","61.08949416342413","0.0","0.00024014823224883874","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_5136","","hypothetical protein","0","100","19","157","0.0","61.08949416342413","0.0","0.00024014823224883874","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"ntrC","","hypothetical protein","19","156","0","101","100.0","39.29961089494164","inf","0.00024179167369474706","1.0","0.03887136137095955","1","1","0","1.0","1.0"
"cycY","","Thiol:disulfide interchange protein CycY","19","156","0","101","100.0","39.29961089494164","inf","0.00024179167369474706","1.0","0.03887136137095955","1","1","0","1.0","1.0"
"thiE_1","","Thiamine-phosphate synthase","19","156","0","101","100.0","39.29961089494164","inf","0.00024179167369474706","1.0","0.03887136137095955","1","1","0","1.0","1.0"
"lolA","","Outer-membrane lipoprotein carrier protein","19","156","0","101","100.0","39.29961089494164","inf","0.00024179167369474706","1.0","0.03887136137095955","1","1","0","1.0","1.0"
"rbn","","hypothetical protein","19","156","0","101","100.0","39.29961089494164","inf","0.00024179167369474706","1.0","0.03887136137095955","2","2","0","0.5","0.5"
"cmk","","Cytidylate kinase","19","156","0","101","100.0","39.29961089494164","inf","0.00024179167369474706","1.0","0.03887136137095955","1","1","0","1.0","1.0"
"group_3197","","hypothetical protein","0","101","19","156","0.0","60.70038910505836","0.0","0.00024179167369474706","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"dapA","","4-hydroxy-tetrahydrodipicolinate synthase","0","101","19","156","0.0","60.70038910505836","0.0","0.00024179167369474706","1.0","0.03887136137095955","2","0","2","0.5","0.5"
"group_3624","","hypothetical protein","0","101","19","156","0.0","60.70038910505836","0.0","0.00024179167369474706","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_3992","","hypothetical protein","0","101","19","156","0.0","60.70038910505836","0.0","0.00024179167369474706","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"surA_2","","Chaperone SurA","0","101","19","156","0.0","60.70038910505836","0.0","0.00024179167369474706","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_1476","","hypothetical protein","0","99","19","158","0.0","61.478599221789885","0.0","0.0002420710680721966","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_1641","","hypothetical protein","0","99","19","158","0.0","61.478599221789885","0.0","0.0002420710680721966","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_1982","","hypothetical protein","0","99","19","158","0.0","61.478599221789885","0.0","0.0002420710680721966","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_2645","","hypothetical protein","0","99","19","158","0.0","61.478599221789885","0.0","0.0002420710680721966","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_2670","","hypothetical protein","0","99","19","158","0.0","61.478599221789885","0.0","0.0002420710680721966","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_2941","","hypothetical protein","0","99","19","158","0.0","61.478599221789885","0.0","0.0002420710680721966","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"dnaE2","","hypothetical protein","0","99","19","158","0.0","61.478599221789885","0.0","0.0002420710680721966","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_3625","","hypothetical protein","0","99","19","158","0.0","61.478599221789885","0.0","0.0002420710680721966","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_3653","","hypothetical protein","0","99","19","158","0.0","61.478599221789885","0.0","0.0002420710680721966","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_4366","","hypothetical protein","0","99","19","158","0.0","61.478599221789885","0.0","0.0002420710680721966","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_4825","","hypothetical protein","0","99","19","158","0.0","61.478599221789885","0.0","0.0002420710680721966","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_4976","","hypothetical protein","0","99","19","158","0.0","61.478599221789885","0.0","0.0002420710680721966","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_5627","","hypothetical protein","0","99","19","158","0.0","61.478599221789885","0.0","0.0002420710680721966","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_5628","","hypothetical protein","0","99","19","158","0.0","61.478599221789885","0.0","0.0002420710680721966","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_3143","","hypothetical protein","6","10","13","247","31.57894736842105","96.10894941634241","11.4","0.00024414726884458196","1.0","0.03887136137095955","7","5","3","0.4531249999999996","0.9999999999999998"
"citN","","Citrate transporter","6","10","13","247","31.57894736842105","96.10894941634241","11.4","0.00024414726884458196","1.0","0.03887136137095955","8","6","3","0.2890624999999999","0.7265625000000002"
"dppA_1","","D-aminopeptidase","6","10","13","247","31.57894736842105","96.10894941634241","11.4","0.00024414726884458196","1.0","0.03887136137095955","10","5","6","0.7539062500000002","1.0"
"group_5380","","hypothetical protein","6","10","13","247","31.57894736842105","96.10894941634241","11.4","0.00024414726884458196","1.0","0.03887136137095955","7","5","3","0.4531249999999996","0.9999999999999998"
"group_5381","","hypothetical protein","6","10","13","247","31.57894736842105","96.10894941634241","11.4","0.00024414726884458196","1.0","0.03887136137095955","7","5","4","0.4531249999999996","0.9999999999999998"
"group_2669","","hypothetical protein","0","98","19","159","0.0","61.86770428015564","0.0","0.0002475266126005769","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_2856","","hypothetical protein","0","98","19","159","0.0","61.86770428015564","0.0","0.0002475266126005769","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_3876","","hypothetical protein","0","98","19","159","0.0","61.86770428015564","0.0","0.0002475266126005769","1.0","0.03887136137095955","3","0","3","0.25","0.25"
"group_3908","","hypothetical protein","0","98","19","159","0.0","61.86770428015564","0.0","0.0002475266126005769","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_4062","","hypothetical protein","0","98","19","159","0.0","61.86770428015564","0.0","0.0002475266126005769","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_4064","","hypothetical protein","0","98","19","159","0.0","61.86770428015564","0.0","0.0002475266126005769","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_4368","","hypothetical protein","0","98","19","159","0.0","61.86770428015564","0.0","0.0002475266126005769","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"gltP","","Proton/glutamate-aspartate symporter","0","98","19","159","0.0","61.86770428015564","0.0","0.0002475266126005769","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_4594","","hypothetical protein","0","98","19","159","0.0","61.86770428015564","0.0","0.0002475266126005769","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_4596","","hypothetical protein","0","98","19","159","0.0","61.86770428015564","0.0","0.0002475266126005769","1.0","0.03887136137095955","1","0","1","1.0","1.0"
