"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"smc_2","","hypothetical protein","0","98","19","159","0.0","61.86770428015564","0.0","0.0002475266126005769","1.0","0.03887136137095955","1","0","1","1.0","1.0"
"group_2642","","hypothetical protein","0","97","19","160","0.0","62.2568093385214","0.0","0.0002565189010804411","1.0","0.03932208233292518","1","0","1","1.0","1.0"
"group_2739","","hypothetical protein","0","97","19","160","0.0","62.2568093385214","0.0","0.0002565189010804411","1.0","0.03932208233292518","1","0","1","1.0","1.0"
"group_3300","","hypothetical protein","0","97","19","160","0.0","62.2568093385214","0.0","0.0002565189010804411","1.0","0.03932208233292518","1","0","1","1.0","1.0"
"group_4040","","hypothetical protein","0","97","19","160","0.0","62.2568093385214","0.0","0.0002565189010804411","1.0","0.03932208233292518","1","0","1","1.0","1.0"
"group_4153","cpoB","hypothetical protein","0","97","19","160","0.0","62.2568093385214","0.0","0.0002565189010804411","1.0","0.03932208233292518","1","0","1","1.0","1.0"
"group_4260","sctC","Type 3 secretion system secretin","0","97","19","160","0.0","62.2568093385214","0.0","0.0002565189010804411","1.0","0.03932208233292518","1","0","1","1.0","1.0"
"smc_5","","hypothetical protein","0","97","19","160","0.0","62.2568093385214","0.0","0.0002565189010804411","1.0","0.03932208233292518","1","0","1","1.0","1.0"
"group_4716","","hypothetical protein","0","97","19","160","0.0","62.2568093385214","0.0","0.0002565189010804411","1.0","0.03932208233292518","1","0","1","1.0","1.0"
"group_5137","","hypothetical protein","0","97","19","160","0.0","62.2568093385214","0.0","0.0002565189010804411","1.0","0.03932208233292518","1","0","1","1.0","1.0"
"group_5441","","hypothetical protein","0","97","19","160","0.0","62.2568093385214","0.0","0.0002565189010804411","1.0","0.03932208233292518","1","0","1","1.0","1.0"
"amiC_2","","Aliphatic amidase expression-regulating protein","15","89","4","168","78.94736842105263","65.36964980544747","7.078651685393258","0.0002690261776618629","1.0","0.040476238546502945","11","10","2","0.011718750000000002","0.06542968749999997"
"group_1561","","hypothetical protein","0","96","19","161","0.0","62.64591439688716","0.0","0.00026908956794215633","1.0","0.040476238546502945","6","0","6","0.03125","0.03125"
"group_2122","","hypothetical protein","0","96","19","161","0.0","62.64591439688716","0.0","0.00026908956794215633","1.0","0.040476238546502945","1","0","1","1.0","1.0"
"group_296","","hypothetical protein","0","96","19","161","0.0","62.64591439688716","0.0","0.00026908956794215633","1.0","0.040476238546502945","1","0","1","1.0","1.0"
"group_3085","","hypothetical protein","0","96","19","161","0.0","62.64591439688716","0.0","0.00026908956794215633","1.0","0.040476238546502945","1","0","1","1.0","1.0"
"group_3144","","hypothetical protein","0","96","19","161","0.0","62.64591439688716","0.0","0.00026908956794215633","1.0","0.040476238546502945","1","0","1","1.0","1.0"
"group_5135","","hypothetical protein","0","96","19","161","0.0","62.64591439688716","0.0","0.00026908956794215633","1.0","0.040476238546502945","1","0","1","1.0","1.0"
"secA_1","","hypothetical protein","0","96","19","161","0.0","62.64591439688716","0.0","0.00026908956794215633","1.0","0.040476238546502945","1","0","1","1.0","1.0"
"group_12558","lysDH_2","Lysine 6-dehydrogenase","3","0","16","257","15.789473684210526","100.0","inf","0.0002795649288826263","1.0","0.04118133825061078","3","3","0","0.25","0.25"
"group_12717","","hypothetical protein","3","0","16","257","15.789473684210526","100.0","inf","0.0002795649288826263","1.0","0.04118133825061078","3","3","0","0.25","0.25"
"group_13711","","hypothetical protein","3","0","16","257","15.789473684210526","100.0","inf","0.0002795649288826263","1.0","0.04118133825061078","3","3","0","0.25","0.25"
"group_13942","","hypothetical protein","3","0","16","257","15.789473684210526","100.0","inf","0.0002795649288826263","1.0","0.04118133825061078","3","3","0","0.25","0.25"
"epsF","","Type II secretion system protein F","11","47","8","210","57.89473684210527","81.71206225680933","6.1436170212765955","0.00028407616063935893","1.0","0.04118133825061078","15","10","6","0.30175781250000017","0.6072387695312501"
"group_2461","","hypothetical protein","11","47","8","210","57.89473684210527","81.71206225680933","6.1436170212765955","0.00028407616063935893","1.0","0.04118133825061078","17","10","8","0.629058837890625","0.9999999999999998"
"puuP","","hypothetical protein","10","38","9","219","52.63157894736842","85.21400778210116","6.4035087719298245","0.00028501964303738697","1.0","0.04118133825061078","14","8","8","0.7905273437500004","0.7905273437500004"
"group_178","","hypothetical protein","0","95","19","162","0.0","63.035019455252915","0.0","0.0002853180887375142","1.0","0.04118133825061078","1","0","1","1.0","1.0"
"group_1863","","hypothetical protein","0","95","19","162","0.0","63.035019455252915","0.0","0.0002853180887375142","1.0","0.04118133825061078","1","0","1","1.0","1.0"
"group_1878","","hypothetical protein","0","95","19","162","0.0","63.035019455252915","0.0","0.0002853180887375142","1.0","0.04118133825061078","1","0","1","1.0","1.0"
"group_2184","","hypothetical protein","0","95","19","162","0.0","63.035019455252915","0.0","0.0002853180887375142","1.0","0.04118133825061078","1","0","1","1.0","1.0"
"group_2247","","hypothetical protein","0","95","19","162","0.0","63.035019455252915","0.0","0.0002853180887375142","1.0","0.04118133825061078","1","0","1","1.0","1.0"
"group_2480","","hypothetical protein","0","95","19","162","0.0","63.035019455252915","0.0","0.0002853180887375142","1.0","0.04118133825061078","1","0","1","1.0","1.0"
"group_2537","","hypothetical protein","0","95","19","162","0.0","63.035019455252915","0.0","0.0002853180887375142","1.0","0.04118133825061078","1","0","1","1.0","1.0"
"group_2857","","hypothetical protein","0","95","19","162","0.0","63.035019455252915","0.0","0.0002853180887375142","1.0","0.04118133825061078","1","0","1","1.0","1.0"
"group_3086","","hypothetical protein","0","95","19","162","0.0","63.035019455252915","0.0","0.0002853180887375142","1.0","0.04118133825061078","1","0","1","1.0","1.0"
"group_3515","","hypothetical protein","0","95","19","162","0.0","63.035019455252915","0.0","0.0002853180887375142","1.0","0.04118133825061078","1","0","1","1.0","1.0"
"group_3714","","hypothetical protein","0","95","19","162","0.0","63.035019455252915","0.0","0.0002853180887375142","1.0","0.04118133825061078","1","0","1","1.0","1.0"
"glgB","","1,4-alpha-glucan branching enzyme GlgB","15","90","4","167","78.94736842105263","64.98054474708171","6.958333333333333","0.00028603593636745376","1.0","0.04119238151781432","13","9","4","0.26684570312499983","0.26684570312499983"
"group_2987","","hypothetical protein","9","30","10","227","47.368421052631575","88.32684824902724","6.81","0.0002969939792358844","1.0","0.042674779177498026","12","6","6","1.0","1.0"
"group_1771","smc_2","hypothetical protein","0","94","19","163","0.0","63.42412451361867","0.0","0.0003053222757755867","1.0","0.042724497714139775","1","0","1","1.0","1.0"
"smc_4","","hypothetical protein","0","94","19","163","0.0","63.42412451361867","0.0","0.0003053222757755867","1.0","0.042724497714139775","1","0","1","1.0","1.0"
"group_2038","smc_2","hypothetical protein","0","94","19","163","0.0","63.42412451361867","0.0","0.0003053222757755867","1.0","0.042724497714139775","1","0","1","1.0","1.0"
"group_2213","","hypothetical protein","0","94","19","163","0.0","63.42412451361867","0.0","0.0003053222757755867","1.0","0.042724497714139775","1","0","1","1.0","1.0"
"group_2586","","hypothetical protein","0","94","19","163","0.0","63.42412451361867","0.0","0.0003053222757755867","1.0","0.042724497714139775","1","0","1","1.0","1.0"
"group_2644","","hypothetical protein","0","94","19","163","0.0","63.42412451361867","0.0","0.0003053222757755867","1.0","0.042724497714139775","1","0","1","1.0","1.0"
"group_4156","","hypothetical protein","0","94","19","163","0.0","63.42412451361867","0.0","0.0003053222757755867","1.0","0.042724497714139775","1","0","1","1.0","1.0"
"group_4261","","hypothetical protein","0","94","19","163","0.0","63.42412451361867","0.0","0.0003053222757755867","1.0","0.042724497714139775","1","0","1","1.0","1.0"
"group_4828","","hypothetical protein","0","94","19","163","0.0","63.42412451361867","0.0","0.0003053222757755867","1.0","0.042724497714139775","1","0","1","1.0","1.0"
"group_5440","","hypothetical protein","0","94","19","163","0.0","63.42412451361867","0.0","0.0003053222757755867","1.0","0.042724497714139775","1","0","1","1.0","1.0"
"group_5630","","hypothetical protein","0","94","19","163","0.0","63.42412451361867","0.0","0.0003053222757755867","1.0","0.042724497714139775","1","0","1","1.0","1.0"
"hmp","","hypothetical protein","0","94","19","163","0.0","63.42412451361867","0.0","0.0003053222757755867","1.0","0.042724497714139775","1","0","1","1.0","1.0"
"COQ3_6","","hypothetical protein","15","91","4","166","78.94736842105263","64.59143968871595","6.84065934065934","0.0003073605246189114","1.0","0.04282312176951857","16","12","4","0.076812744140625","0.076812744140625"
"mhpD","","2-keto-4-pentenoate hydratase","15","91","4","166","78.94736842105263","64.59143968871595","6.84065934065934","0.0003073605246189114","1.0","0.04282312176951857","16","12","4","0.076812744140625","0.076812744140625"
"group_4494","","hypothetical protein","5","6","14","251","26.31578947368421","97.66536964980544","14.94047619047619","0.0003201832856097968","1.0","0.044225918820283094","6","3","3","1.0","1.0"
"group_5969","","hypothetical protein","5","6","14","251","26.31578947368421","97.66536964980544","14.94047619047619","0.0003201832856097968","1.0","0.044225918820283094","9","5","5","1.0","1.0"
"group_6732","","hypothetical protein","5","6","14","251","26.31578947368421","97.66536964980544","14.94047619047619","0.0003201832856097968","1.0","0.044225918820283094","8","4","5","0.7265625000000002","1.0"
"fruA","","PTS system fructose-specific EIIB'BC component","5","6","14","251","26.31578947368421","97.66536964980544","14.94047619047619","0.0003201832856097968","1.0","0.044225918820283094","7","4","5","0.4531249999999996","0.9999999999999998"
"elmMIII","","hypothetical protein","8","23","11","234","42.10526315789473","91.05058365758755","7.399209486166008","0.00032702539238988815","1.0","0.04507406422276851","12","6","7","0.7744140625000003","1.0"
"group_1667","bamB","Outer membrane protein assembly factor BamB","15","92","4","165","78.94736842105263","64.2023346303502","6.725543478260869","0.00033327229007703955","1.0","0.04583671503074556","7","6","3","0.125","0.9999999999999998"
"outO","","hypothetical protein","11","48","8","209","57.89473684210527","81.32295719844358","5.986979166666667","0.0003377891983066374","1.0","0.046358680380420965","15","10","6","0.30175781250000017","0.6072387695312501"
"fccB","","Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain","10","39","9","218","52.63157894736842","84.8249027237354","6.210826210826211","0.00034560908094721695","1.0","0.04715974825859576","16","8","8","1.0","1.0"
"mlaA","","Intermembrane phospholipid transport system lipoprotein MlaA","13","69","6","188","68.42105263157895","73.15175097276264","5.903381642512077","0.00034582885347426555","1.0","0.04715974825859576","12","10","4","0.038574218750000014","0.3876953125000001"
"hexR","","hypothetical protein","13","69","6","188","68.42105263157895","73.15175097276264","5.903381642512077","0.00034582885347426555","1.0","0.04715974825859576","10","9","2","0.021484374999999997","0.10937500000000003"
"ydbD","","hypothetical protein","9","31","10","226","47.368421052631575","87.93774319066148","6.561290322580645","0.00036903384935519935","1.0","0.050111363869418814","15","6","9","0.6072387695312501","0.6072387695312501"
"group_2906","","hypothetical protein","9","31","10","226","47.368421052631575","87.93774319066148","6.561290322580645","0.00036903384935519935","1.0","0.050111363869418814","15","8","8","0.9999999999999997","0.9999999999999997"
"fcl","","GDP-L-fucose synthase","12","59","7","198","63.1578947368421","77.04280155642024","5.753026634382566","0.000396034776040305","1.0","0.053664383186271626","16","10","6","0.45449829101562506","0.45449829101562506"
"group_1382","","hypothetical protein","13","70","6","187","68.42105263157895","72.76264591439688","5.788095238095238","0.00039871413192183613","1.0","0.05391370521938445","12","10","2","0.038574218750000014","0.038574218750000014"
"moaE","","Molybdopterin synthase catalytic subunit","18","138","1","119","94.73684210526315","46.30350194552529","15.521739130434783","0.0004155798911481377","1.0","0.05576442688984443","5","4","1","0.375","0.375"
"moaB","","Molybdenum cofactor biosynthesis protein B","18","139","1","118","94.73684210526315","45.91439688715953","15.280575539568344","0.00041587383394160716","1.0","0.05576442688984443","5","4","1","0.375","0.375"
"phyR","","hypothetical protein","18","139","1","118","94.73684210526315","45.91439688715953","15.280575539568344","0.00041587383394160716","1.0","0.05576442688984443","9","8","1","0.0390625","0.0390625"
"zwf","","Glucose-6-phosphate 1-dehydrogenase","18","139","1","118","94.73684210526315","45.91439688715953","15.280575539568344","0.00041587383394160716","1.0","0.05576442688984443","5","5","1","0.0625","0.375"
"tdh_2","","hypothetical protein","10","40","9","217","52.63157894736842","84.43579766536965","6.027777777777778","0.00041688841748387497","1.0","0.0557840128470246","15","8","8","0.9999999999999997","0.9999999999999997"
"clcA","","Voltage-gated ClC-type chloride channel ClcB","16","105","3","152","84.21052631578947","59.143968871595334","7.720634920634921","0.00042081028575500113","1.0","0.05595649100119885","14","11","3","0.05737304687500002","0.05737304687500002"
"moaA","","GTP 3',8-cyclase","18","140","1","117","94.73684210526315","45.525291828793776","15.042857142857143","0.0004216622031260061","1.0","0.05595649100119885","5","4","1","0.375","0.375"
"group_1155","","hypothetical protein","18","140","1","117","94.73684210526315","45.525291828793776","15.042857142857143","0.0004216622031260061","1.0","0.05595649100119885","4","4","1","0.125","0.625"
"moaC","","Cyclic pyranopterin monophosphate synthase","18","140","1","117","94.73684210526315","45.525291828793776","15.042857142857143","0.0004216622031260061","1.0","0.05595649100119885","5","4","1","0.375","0.375"
